,Name,Star Rating,State,Date,Players,Matches
3532,12th Everbright-BIT Cup Open Table Tennis Championship,0,,06/16/2012,43,105
3533,Maryland Giant RR,0,,06/16/2012,12,38
3534,Texas Wesleyan Open,0,,06/16/2012,49,196
3535,Wheeling Summer Open 1 Star,0,,06/16/2012,46,126
3536,2012 Indy Giant RR and Two Man Teams,0,,06/10/2012,53,274
3537,2012 Rose City Open,0,,06/10/2012,100,541
3538,June Westchester Table Tennis Open,0,,06/10/2012,87,317
3539,LYTTC June Open,0,,06/10/2012,39,137
3540,1st Cape Fear Open,0,,06/09/2012,35,127
3541,2012 Missouri Show Me State Ga,0,,06/09/2012,29,138
3542,Manor June Open,0,,06/09/2012,28,116
3543,Pensacola's 12th Annual Summer Open,0,,06/09/2012,36,168
3544,Meiklejohn North American Seniors Open,0,,06/03/2012,205,663
3545,2012 Aloha State Games,0,,06/03/2012,17,20
3546,2012 Eastern Open on JOOLA North America Tour,0,,06/03/2012,152,542
3547,Atlanta Spring Open,0,,06/03/2012,50,217
3548,Mid FL Tour - Ocala Open,0,,06/02/2012,55,254
3549,June MCCC RR Open,0,,06/02/2012,18,77
3550,Maryland Circuit,0,,06/02/2012,13,59
3551,ICC California State Open,0,,05/27/2012,176,589
3552,America's Team Championships,0,,05/27/2012,136,1052
3553,Connecticut Open,0,,05/27/2012,67,267
3554,Robopong May 2012 Broward TTC Open,0,,05/27/2012,54,266
3555,LATTA Tournament,0,,05/26/2012,50,167
3556,Maryland Giant RR,0,,05/26/2012,18,87
3557,Trolley Car TTC May 2012 Phill,0,,05/26/2012,20,91
3558,AITTA League Singles,0,,05/20/2012,5,4
3559,2012 Potomac Spring Open,0,,05/20/2012,94,332
3560,NJTTC 2012 May Open,0,,05/20/2012,65,225
3561,Florida Orange Blossom Series - Spring Classic Open,0,,05/19/2012,90,396
3562,2012 AL Closed Championship,0,,05/19/2012,48,167
3563,May Open,0,,05/19/2012,22,82
3564,Newgy Snake Seed At Westlake,0,,05/19/2012,59,241
3565,Reno-Sparks Biggest Little Tournament,0,,05/19/2012,53,192
3566,2012 Saint Peters May Open,0,,05/13/2012,74,341
3567,LYTTC May Open,0,,05/13/2012,54,183
3568,$1000 Robo-Pong Open,0,,05/12/2012,60,273
3569,Joseph Bae Spring Open,0,,05/12/2012,57,192
3570,Maryland Circuit,0,,05/12/2012,14,64
3571,Schaumburg Spring Open,0,,05/12/2012,62,209
3572,The Robert Bluestone Memorial Spring Open IV,0,,05/12/2012,28,124
3573,2012 Butterfly MDTTC Open,0,,05/06/2012,71,267
3574,83rd Annual NJ State Championships,0,,05/06/2012,54,204
3575,Ararat Open 2012,0,,05/06/2012,47,123
3576,Arizona Closed,0,,05/05/2012,59,224
3577,May MCCC RR Open,0,,05/05/2012,20,95
3578,2012 Bellevue Spring Open,0,,04/29/2012,78,238
3579,2012 Big Island Open,0,,04/29/2012,35,178
3580,April Westchester Table Tennis Open,0,,04/29/2012,138,503
3581,Charlotte $1000 Loopalalooza Open,0,,04/29/2012,58,236
3582,Grace Lin TTC Open,0,,04/29/2012,71,189
3583,Texas Wesleyan Open,0,,04/29/2012,38,162
3584,RFD Spring Open,0,,04/29/2012,68,249
3585,2012 Wisconsin Closed State Championships,0,,04/28/2012,47,159
3586,Fran Li's 2012 Southeastern In,0,,04/28/2012,7,36
3587,Maryland Giant RR,0,,04/28/2012,7,21
3588,2012 PA State Championships,0,,04/22/2012,107,372
3589,DAC April Open,0,,04/22/2012,53,238
3590,NJTTC 2012 April Open,0,,04/22/2012,69,233
3591,Robopong April 2012 Broward TTC Open,0,,04/22/2012,76,312
3592,2012 NH Fall Round Robin Open,0,,04/22/2012,50,133
3593,Oberlin College Open,0,,04/21/2012,36,189
3594,Hutchinson 2012 Spring Open,0,,04/21/2012,38,206
3595,New York State Open Junior Championships,0,,04/21/2012,20,47
3596,2012 Indiana State Championship (Closed),0,,04/15/2012,58,250
3597,2012 Millcreek Giant Round Robin,0,,04/15/2012,105,488
3598,Greater Hartford 2012 Open,0,,04/15/2012,41,134
3599,LATTA Tournament,0,,04/15/2012,80,268
3600,LYTTC April Open,0,,04/15/2012,82,270
3601,Maryland Circuit,0,,04/14/2012,22,95
3602,Sacramento Spring Open,0,,04/14/2012,104,381
3603,Vernon Hills Spring Open 1 Star,0,,04/14/2012,81,229
3604,Club JOOLA Spring Open,0,,04/08/2012,62,268
3605,2012 DFWTT Spring Open,0,,04/07/2012,45,190
3606,Joseph Newgarden Dogwood Blossom VII Open,0,,04/07/2012,53,240
3607,TCTTA Spring Open + Double RR,0,,04/07/2012,20,70
3608,2012 Lindenwood April Open,0,,04/01/2012,94,462
3609,Goldern Western Open,0,,04/01/2012,139,450
3610,Trolley Car Table Tennis Club Philly Open April 2012,0,,04/01/2012,47,158
3611,Hall of Fame Giant Round Robin,0,,04/01/2012,28,127
3612,2012 AL Team Closed Championsh,0,,03/31/2012,45,124
3613,March Open,0,,03/31/2012,25,120
3614,Maryland Closed,0,,03/31/2012,15,63
3615,MCC Spring Open 2012,0,,03/31/2012,38,120
3616,2012 Green Lake Open,0,,03/25/2012,89,317
3617,Macy Block Open,0,,03/25/2012,79,279
3618,March Westchester Table Tennis Open,0,,03/25/2012,141,518
3619,GTTTC Family & Friends,0,,03/24/2012,24,91
3620,2012 Butterfly Cary Cup Championships,0,,03/18/2012,163,1180
3621,ICC California State Open,0,,03/18/2012,172,589
3622,78th Annual Michigan Closed,0,,03/18/2012,145,673
3623,NJTTC 2012 March Open,0,,03/18/2012,65,249
3624,Robopong March 2012 BTTC Open,0,,03/18/2012,70,386
3625,Texas Wesleyan Open,0,,03/18/2012,55,227
3626,2012 Missouri Winter Games Open,0,,03/17/2012,55,184
3627,Bill Mason Memorial Open,0,,03/17/2012,52,168
3628,Maryland Giant RR,0,,03/17/2012,10,30
3629,P&W Aircraft TT Club March 2012 Open,0,,03/17/2012,40,121
3630,St. Patricks Day Open,0,,03/17/2012,62,206
3631,Top Spin Winter Open 2012,0,,03/17/2012,32,147
3632,16th FIT Open,0,,03/11/2012,153,504
3633,3rd AMDT San Francisco Open Table Tennis Chanpionships,0,,03/11/2012,86,257
3634,48th Robo-Pong St. Joseph Valley Open,0,,03/11/2012,174,890
3635,2012 Nashville Body Conscious Newgy Nashville Open,0,,03/10/2012,53,230
3636,Butterfly East Gate Open Series,0,,03/10/2012,12,55
3637,Maryland Circuit,0,,03/10/2012,24,99
3638,Middlecreek March RR Open,0,,03/10/2012,22,114
3639,Trolley Car TTC March 2012 Phi,0,,03/10/2012,19,81
3640,Arnold Table Tennis Championships,0,,03/04/2012,126,490
3641,2012 Northridge Open,0,,03/04/2012,158,651
3642,Sacramento Winter Open,0,,03/03/2012,150,490
3643,2012 Rochester New York Open,0,,02/26/2012,70,386
3644,2012 Austin Winter Classic Round Robin,0,,02/26/2012,70,339
3645,February Westchester Table Tennis Open,0,,02/26/2012,138,500
3646,Florida Orange Blossom Series - Winter Classic Open,0,,02/25/2012,105,472
3647,February Open,0,,02/25/2012,36,135
3648,Manor Open 2 Person Team,0,,02/25/2012,46,130
3649,2012 Think Spring Open,0,,02/19/2012,63,306
3650,2012 Western Open on JOOLA North America Tour,0,,02/19/2012,246,1073
3651,Charlotte $1000 Loopalalooza Open,0,,02/19/2012,49,193
3652,NJTTC 2012 February Open,0,,02/19/2012,72,285
3653,Arkansas Closed,0,,02/18/2012,47,171
3654,Butterfly East Gate Open Series,0,,02/18/2012,18,78
3655,Maryland Giant RR,0,,02/18/2012,22,88
3656,"Pensacola's ""Datangtt.com"" Winter Open",0,,02/18/2012,56,213
3657,US Olympic Trials,0,,02/12/2012,55,159
3658,Arizona Open,0,,02/12/2012,92,432
3659,Robopong February 2012 Broward Table Tennis Open,0,,02/12/2012,69,310
3660,Trolley Car Table Tennis Club Philly Open February 2012,0,,02/12/2012,57,220
3661,2012 MN State Table Tennis Championships,0,,02/05/2012,76,323
3662,Joseph Bae Lunar New Year Open,0,,02/05/2012,72,223
3663,LYTTC Februray Open,0,,02/04/2012,50,197
3664,Maryland Circuit,0,,02/04/2012,24,126
3665,Recession Fighter III,0,,02/04/2012,24,122
3666,Gold Clash in the Carolinas! T,0,,01/29/2012,36,121
3667,NYTT January 2012 Open,0,,01/29/2012,22,56
3668,January Open,0,,01/28/2012,30,122
3669,Sooner State Games Winter 2011/2012,0,,01/28/2012,34,108
3670,Clearwater Beach Fun and Sun Newgy Winter Open Tournament,0,,01/22/2012,87,305
3671,January Westchester Table Tennis Open,0,,01/22/2012,118,408
3672,LATTA Open,0,,01/22/2012,89,334
3673,Maryland Giant RR,0,,01/21/2012,8,26
3674,Texas Wesleyan Open,0,,01/21/2012,67,228
3675,Year of Dragon Open,0,,01/21/2012,87,221
3676,NJTTC 2012 January Open,0,,01/15/2012,80,302
3677,2012 TX Winter Games,0,,01/14/2012,42,157
3678,Butterfly East Gate Open Series,0,,01/14/2012,16,60
3679,LYTTC January Open,0,,01/08/2012,59,228
3680,Robopong January 2012 BTTC Open,0,,01/08/2012,73,313
3681,Maryland Circuit,0,,01/07/2012,24,112
3682,Morton Grove Winter Open 1 Star,0,,01/07/2012,57,167
3683,2011 US Nationals,0,,12/17/2011,502,2929
3684,LYTTC December Open,0,,12/11/2011,52,212
3685,Trolley Car TT Club Philly Ope,0,,12/11/2011,50,183
3686,Maryland Giant RR,0,,12/10/2011,10,35
3687,ICC CA State Open,0,,12/04/2011,184,620
3688,2011 Robopong December BTT Open,0,,12/04/2011,57,248
3689,Holiday Open Giant RR,0,,12/04/2011,50,288
3690,NJTTC 2011 December Open,0,,12/04/2011,71,246
3691,Valley of the Sun Open,0,,12/04/2011,67,297
3692,2011 Shorewood Fall Open,0,,12/03/2011,49,205
3693,King Lewy Open,0,,12/03/2011,35,165
3694,Maryland Circuit,0,,12/03/2011,18,89
3695,2011 JOOLA N. American Teams O,0,,11/27/2011,766,6559
3696,Rockford Thanksgiving Open,0,,11/20/2011,70,239
3697,2011 MVTTC Thanksgiving Open,0,,11/19/2011,42,143
3698,2011 Potomac Fall Open,0,,11/19/2011,90,307
3699,Maryland Giant RR,0,,11/19/2011,8,39
3700,November Open,0,,11/19/2011,15,67
3701,Texas Wesleyan Open,0,,11/19/2011,63,240
3702,LATTA Washington Cup,0,,11/13/2011,134,491
3703,NJTTC 2011 November Open,0,,11/13/2011,67,245
3704,South Shore Sports/Butterfly Open,0,,11/13/2011,236,1102
3705,2011 DFW Fall Open,0,,11/12/2011,50,225
3706,Butterfly East Gate Open Series,0,,11/12/2011,14,89
3707,"Clearwater Category 5 ""Golden"" Open",0,,11/12/2011,37,152
3708,Foothills XII Open Gold Dollar Upset,0,,11/12/2011,52,223
3709,P&W Aircraft TT Club November 2011 Open,0,,11/12/2011,44,181
3710,15th FIT Open,0,,11/06/2011,134,449
3711,2011 Pacific Rim Open,0,,11/06/2011,166,685
3712,JUIC International Jr. & Cadet Championship,0,,11/06/2011,107,429
3713,2 Tiered Giant Round Robin,0,,11/05/2011,22,109
3714,2011 Fall Open,0,,11/05/2011,22,92
3715,Atlanta Giant Round Robin,0,,11/05/2011,48,192
3716,Maryland Circuit,0,,11/05/2011,13,40
3717,November MCCC RR,0,,11/05/2011,18,80
3718,Schaumburg Fall Open,0,,11/05/2011,77,217
3719,PSU Fall Open,0,,11/04/2011,40,85
3720,Trolley Car TT Club Philly Ope,0,,10/30/2011,55,184
3721,2011 New Hampshire RR Open,0,,10/30/2011,42,101
3722,Grace Lin TT Club Open,0,,10/30/2011,74,206
3723,Sacramento Fall Open,0,,10/29/2011,100,301
3724,Robopong October 2011 BTT Open,0,,10/29/2011,41,237
3725,11th Everbright Cup Open Table Tennis Championship,0,,10/29/2011,18,46
3726,Macy Block Open,0,,10/29/2011,63,232
3727,Minnesota Fall Classic,0,,10/29/2011,56,209
3728,2011 Millcreek Open,0,,10/23/2011,143,670
3729,Charlotte $1000 Loopalalooza Open,0,,10/23/2011,46,182
3730,NJTTC 2011 October Open,0,,10/23/2011,78,276
3731,Concord Cup Youth Open,0,,10/23/2011,48,155
3732,FL Orange Blossom Series - Fal,0,,10/22/2011,69,299
3733,2011 Austin Fall Open Table Tennis Tournament,0,,10/22/2011,59,212
3734,MCC Fall Open 2011,0,,10/22/2011,25,92
3735,October Open,0,,10/22/2011,10,37
3736,2011 Hawaii Island Open,0,,10/16/2011,33,195
3737,2011 Butterfly MDTTC October Open,0,,10/16/2011,40,140
3738,LYTTC October Open,0,,10/16/2011,50,199
3739,Tri-Cities Fall Open Double RR,0,,10/16/2011,20,70
3740,2011 DSP Cup/NYTTF Open Series,0,,10/16/2011,53,196
3741,Hutchinson 2011 Fall Open,0,,10/15/2011,22,109
3742,Maryland Giant RR,0,,10/15/2011,13,34
3743,Mid FL Tour Cocoa Beach Fall O,0,,10/15/2011,36,144
3744,October MCCC RR,0,,10/15/2011,23,130
3745,October Open,0,,10/15/2011,67,199
3746,26th Annual Bernard Hock Open,0,,10/09/2011,52,253
3747,Westchester Table Tennis Open,0,,10/09/2011,162,592
3748,Butterfly East Gate Open Series,0,,10/08/2011,6,27
3749,Texas Wesleyan Open,0,,10/08/2011,84,337
3750,Huntsman World Senior Games,0,,10/06/2011,185,753
3751,LATTA Open,0,,10/02/2011,81,313
3752,Fall MCCC RR,0,,10/01/2011,11,55
3753,Maryland Circuit,0,,10/01/2011,10,47
3754,2011 Berkeley Open on the JOOLA NA Tour,0,,09/25/2011,221,887
3755,2011 Lindenwood September Open,0,,09/25/2011,97,507
3756,B2011 Bellevue Fall Open,0,,09/25/2011,77,312
3757,Best of the West Open,0,,09/25/2011,72,332
3758,LYTTC September Open,0,,09/25/2011,58,232
3759,Mid FL Tour - September Classi,0,,09/24/2011,79,339
3760,Arkansas Open,0,,09/24/2011,65,250
3761,Butterfly East Gate Open Series,0,,09/24/2011,18,80
3762,Maryland Giant RR,0,,09/24/2011,14,78
3763,Rubber City Fall Open,0,,09/24/2011,78,287
3764,September Open,0,,09/24/2011,14,37
3765,Lousiana Open,0,,09/18/2011,39,193
3766,2011 Badger Open,0,,09/18/2011,186,816
3767,Manor September Open,0,,09/18/2011,26,98
3768,NJTTC 2011 September Open,0,,09/18/2011,60,217
3769,September MCCC RR,0,,09/17/2011,23,127
3770,Serve Curve and Rally Open,0,,09/17/2011,31,144
3771,2011 Butterfly MDTTC September Open,0,,09/11/2011,46,172
3772,Atlanta Fall Open,0,,09/10/2011,95,322
3773,Labor Day Open,0,,09/10/2011,63,209
3774,Maryland Circuit,0,,09/10/2011,14,61
3775,2nd AMDT San Francisco Open Table Tennis Championships,0,,09/05/2011,78,236
3776,2011 New York City Open on the,0,,09/04/2011,144,515
3777,LA Open TT Tournament 2011,0,,09/04/2011,294,990
3778,New England Open,0,,09/04/2011,72,336
3779,Texas Wesleyan Open,0,,09/04/2011,64,255
3780,2011 West Coast Summer Open,0,,08/28/2011,105,325
3781,Florida State Closed,0,,08/28/2011,83,350
3782,Pacific Coast Open,0,,08/28/2011,116,426
3783,2011 Summer Slam III.,0,,08/27/2011,22,101
3784,August Open,0,,08/27/2011,11,44
3785,Lily Yip Table Tennis Center A,0,,08/21/2011,46,190
3786,Strongsville Summer Open,0,,08/21/2011,68,338
3787,2011 Connecticut Closed,0,,08/21/2011,28,115
3788,2011 Decatur Open,0,,08/20/2011,71,245
3789,August MCCC RR,0,,08/20/2011,23,127
3790,Maryland Giant RR,0,,08/20/2011,16,71
3791,Sacramento Summer Open,0,,08/20/2011,122,436
3792,2011 Indiana Open,0,,08/14/2011,72,315
3793,Club Joola Summer Open,0,,08/14/2011,86,310
3794,Trolley Car TT Club Philly Ope,0,,08/14/2011,48,190
3795,FL Orange Blossom Series - Sum,0,,08/13/2011,86,412
3796,Columbus TTC Open,0,,08/13/2011,7,14
3797,Under 1200 Open Ratings Tournament,0,,08/13/2011,26,86
3798,GHTTC Augsut 2011 Open,0,,08/07/2011,38,159
3799,LATTA Open,0,,08/07/2011,69,266
3800,2011 DSP Cup/NYTTF Open Series,0,,08/06/2011,44,179
3801,Foothills XI Open Gold Dollar Upset,0,,08/06/2011,51,223
3802,Maryland Circuit,0,,08/06/2011,12,63
3803,Smashin Ca$hin and Dashin Open,0,,08/06/2011,23,101
3804,2011 Keystone State Games,0,,07/31/2011,10,32
3805,Brooklyn Borough President TT Cup,0,,07/31/2011,55,145
3806,2011 Junior Olympics/Junior Na,0,,07/30/2011,44,282
3807,July Open,0,,07/30/2011,17,60
3808,Summer Open,0,,07/30/2011,79,220
3809,Waco TT Tournament,0,,07/30/2011,50,220
3810,2011 Rocky Mtn State Games,0,,07/24/2011,33,111
3811,Joseph Bae Table Tennis Summer Open,0,,07/24/2011,95,341
3812,New Orleans Summer Open,0,,07/23/2011,31,134
3813,Maryland Giant RR,0,,07/23/2011,11,54
3814,Sunflower State Games,0,,07/23/2011,17,75
3815,Arizona Sizzler Open,0,,07/17/2011,80,414
3816,Georgia Games,0,,07/17/2011,90,223
3817,Mid FL Tour - July Classic Open,0,,07/16/2011,67,274
3818,2011 Austin Summer RR,0,,07/16/2011,61,291
3819,July MCCC RR,0,,07/16/2011,22,113
3820,MCC Summer Open 2011,0,,07/16/2011,47,167
3821,Sportsfest XV 2-Player Team & Top Gun Singles Open,0,,07/16/2011,38,126
3822,Lily Yip TT Center July Open,0,,07/10/2011,65,267
3823,Maryland Circuit,0,,07/09/2011,19,103
3824,Wild Bill Hickok Open Shootout,0,,07/09/2011,19,83
3825,2011 US Open,0,,07/04/2011,548,2855
3826,So. FL Newgy Robo Pong US Open Warm Up,0,,06/26/2011,129,628
3827,2011 US Open Warm-Up,0,,06/26/2011,116,360
3828,California State Open,0,,06/26/2011,132,455
3829,2011 DSP Cup/NYTTF Open Series,0,,06/26/2011,51,187
3830,QTTC June Open,0,,06/26/2011,19,66
3831,2011 Roosevelt Island Open,0,,06/25/2011,51,138
3832,2011 Summer Sooner State Games,0,,06/25/2011,32,107
3833,June Open,0,,06/25/2011,16,49
3834,Connecticut Open,0,,06/19/2011,88,346
3835,FL Sunshine State Games - Tabl,0,,06/19/2011,51,263
3836,Texas Wesleyan Open,0,,06/19/2011,55,215
3837,Jimmy McClure Memorial TT Open,0,,06/18/2011,35,156
3838,Maryland Giant RR,0,,06/18/2011,15,51
3839,2011 Rose City Open,0,,06/12/2011,87,483
3840,LATTA Open,0,,06/12/2011,70,304
3841,Lily Yip TT Ctr June Open,0,,06/12/2011,65,226
3842,2011 BTTC June Open,0,,06/12/2011,7,21
3843,Grand Canyon State Summer Games,0,,06/12/2011,31,75
3844,2011 Longmont Summer Open,0,,06/11/2011,28,126
3845,2011 Missouri State Show-Me Games,0,,06/11/2011,31,112
3846,June MCCC RR,0,,06/11/2011,20,97
3847,Pensacola 11th Annual Summer Open,0,,06/11/2011,36,167
3848,Wheeling Summer Open,0,,06/11/2011,64,171
3849,ICC CA State Open,0,,06/05/2011,178,572
3850,2011 June Philadelphia Open,0,,06/05/2011,36,128
3851,Grace Lin TT Club Open,0,,06/05/2011,65,205
3852,Indy Giant RR & 2-Man Teams,0,,06/05/2011,48,230
3853,2nd CCY Table Tennis Tournament,0,,06/04/2011,68,216
3854,Maryland Circuit,0,,06/04/2011,14,44
3855,Mid FL Tour - Ocala Open,0,,06/04/2011,50,209
3856,2011 Eastern Open on the JOOLA NA Tour,0,,05/29/2011,227,904
3857,America's Team Championship,0,,05/29/2011,124,907
3858,Golden State Open,0,,05/29/2011,158,534
3859,DAC May Open,0,,05/22/2011,38,173
3860,Greater Hartford May 2011 Open,0,,05/22/2011,48,208
3861,NJTTC May Open,0,,05/22/2011,72,260
3862,Ararat Open,0,,05/22/2011,45,108
3863,NYITTC May 2011 Open,0,,05/22/2011,26,79
3864,QTTC May Open,0,,05/22/2011,19,80
3865,2011 Spring Open II.,0,,05/21/2011,16,72
3866,Maryland Giant RR,0,,05/21/2011,15,56
3867,May MCCC RR,0,,05/21/2011,14,67
3868,Reno-Sparks Biggest Little Tournament,0,,05/21/2011,54,193
3869,AITTA League Singles,0,,05/20/2011,9,10
3870,2011 Potomac Spring Open,0,,05/15/2011,110,368
3871,Lily Yip TT Ctr May Open,0,,05/15/2011,66,256
3872,FL Orange Blossom Series - Spr,0,,05/14/2011,71,315
3873,San Diego/Power Pong Open,0,,05/08/2011,99,413
3874,Texas Wesleyan Open,0,,05/08/2011,35,159
3875,Newgy Snake Seed Oberlin College,0,,05/07/2011,60,293
3876,2011 Alabama Closed,0,,05/07/2011,61,197
3877,Maryland Circuit,0,,05/07/2011,20,97
3878,May Open,0,,05/07/2011,68,244
3879,Memphis Metropolitan Closed,0,,05/07/2011,33,60
3880,NYC Mayor's Cup Table Tennis,0,,05/07/2011,42,62
3881,77th Annual Michigan Closed,0,,05/01/2011,136,638
3882,Arizona Closed,0,,05/01/2011,74,257
3883,Charlotte $1000 Loopalalooza,0,,05/01/2011,47,197
3884,NJTTC April Open,0,,05/01/2011,87,308
3885,Orlando Stars Open,0,,05/01/2011,44,167
3886,Texas Wesleyan Open,0,,05/01/2011,51,227
3887,2011 Top Spin Spring Open,0,,04/30/2011,43,167
3888,2nd 2011 KTTCW Closed TT Tournament,0,,04/30/2011,37,58
3889,Maryland Closed,0,,04/30/2011,27,122
3890,New York State Open Junior Championships,0,,04/30/2011,18,45
3891,2011 Bellevue Spring Open,0,,04/24/2011,79,338
3892,2011 West Coast Spring Open,0,,04/24/2011,123,392
3893,2011 BTTC April Open,0,,04/24/2011,11,30
3894,April Open,0,,04/23/2011,28,102
3895,Fran Li's Southeastern Invitational,0,,04/23/2011,7,42
3896,Macy Block Open,0,,04/23/2011,77,292
3897,2011 Indiana State Closed,0,,04/17/2011,51,273
3898,82nd Annual NJ State Championships,0,,04/17/2011,108,406
3899,LATTA Open,0,,04/17/2011,83,362
3900,Millcreek Giant RR,0,,04/17/2011,128,619
3901,2011 DFWTT Spring Open,0,,04/16/2011,60,243
3902,April MCCC RR,0,,04/16/2011,12,57
3903,"Clearwater Category 5 ""Golden"" Open",0,,04/16/2011,49,215
3904,Maryland Giant RR,0,,04/16/2011,22,92
3905,2011 Big Island Open,0,,04/10/2011,31,159
3906,2011 Butterfly MDTTC April Open,0,,04/10/2011,55,190
3907,2011 PA State Championships,0,,04/10/2011,114,370
3908,2011 St. Peters April Open,0,,04/10/2011,87,386
3909,Lily Yip TT Ctr April Open,0,,04/10/2011,72,299
3910,2011 Wisconsin Closed State Championships,0,,04/09/2011,48,120
3911,Hutchinson 2011 Spring Open,0,,04/09/2011,31,172
3912,Mid FL Tour Cocoa Beach Spring,0,,04/09/2011,55,262
3913,40 Yrs. of Friendship & PingPo,0,,04/03/2011,49,171
3914,RoboPong 2011 April BTTO,0,,04/03/2011,50,173
3915,RI Spring Open 2011,0,,04/03/2011,37,122
3916,Alaska Open TT Tournament,0,,04/02/2011,14,41
3917,2011 KTTCW Closed TT Tournamen,0,,04/02/2011,40,82
3918,5th Annual Bill Mason Memorial,0,,04/02/2011,51,198
3919,Joseph Newgarden Dogwood Blossom VI Open,0,,04/02/2011,48,203
3920,Maryland Circuit,0,,04/02/2011,16,94
3921,Austin TT Winter Open,0,,03/27/2011,64,285
3922,Golden Western Open,0,,03/27/2011,157,548
3923,NJTTC March Open,0,,03/27/2011,97,324
3924,AJCC Spring Classic TT Open,0,,03/27/2011,74,257
3925,Grand Canyon State Winter Games,0,,03/27/2011,46,148
3926,NYITTC March 2011 Open,0,,03/27/2011,24,65
3927,QTTC March Open,0,,03/27/2011,28,107
3928,2011 Alabama Closed Team Championship,0,,03/26/2011,47,120
3929,2011 RoboPong Giant RR,0,,03/26/2011,60,268
3930,2nd LTTC RoboPong,0,,03/26/2011,27,108
3931,March Open,0,,03/26/2011,32,129
3932,New Orleans Open,0,,03/26/2011,24,93
3933,Sacramento March Open,0,,03/26/2011,127,426
3934,Spring Open,0,,03/26/2011,67,242
3935,2011 Cary Cup Championship,0,,03/20/2011,178,1147
3936,ICC CA State Open,0,,03/20/2011,203,649
3937,Newgy Cup,0,,03/20/2011,94,355
3938,2011 Missouri Winter Games Open,0,,03/19/2011,66,230
3939,SPTTC March Open,0,,03/13/2011,39,127
3940,2011 Lindenwood March Open,0,,03/13/2011,104,484
3941,2011 March Philadelphia Open,0,,03/13/2011,60,203
3942,RoboPong St. Joseph Valley Ope,0,,03/13/2011,148,672
3943,2011 BTTC March Open,0,,03/13/2011,16,57
3944,Butterfly East Gate Open Series,0,,03/12/2011,20,81
3945,DatangTT.net Spring Open,0,,03/12/2011,34,163
3946,Hua Xia Spring Open,0,,03/12/2011,41,149
3947,Arnold TT Championsips,0,,03/06/2011,91,348
3948,2011 Butterfly MDTTC March Open,0,,03/06/2011,48,173
3949,LATTA Open,0,,03/06/2011,78,276
3950,RoboPong 2011 March BTTO,0,,03/06/2011,48,235
3951,Texas Wesleyan Open,0,,03/06/2011,79,309
3952,Waitex Cup - FIT Open,0,,03/06/2011,140,506
3953,2011 Atlanta Open Giant RR,0,,03/05/2011,54,228
3954,Manor Open Giant Round Robin,0,,03/05/2011,37,204
3955,March MCCC RR,0,,03/05/2011,13,69
3956,Maryland Circuit,0,,03/05/2011,24,133
3957,2011 Rochester NY Open,0,,02/27/2011,98,467
3958,2011 DSP Cup/NYTTF Open Series,0,,02/27/2011,49,169
3959,QTTC February Open,0,,02/27/2011,56,211
3960,2011 Pan Am / National Team Tr,0,,02/26/2011,47,112
3961,February Open,0,,02/26/2011,57,147
3962,Recession Fighter II.,0,,02/26/2011,21,109
3963,FL Orange Blossom Series - Win,0,,02/25/2011,105,479
3964,"2011 ""Think Spring"" Open",0,,02/20/2011,68,285
3965,2011 Western Open on the JOOLA NA Tour,0,,02/20/2011,279,1237
3966,NJTTC February Open,0,,02/20/2011,89,323
3967,Arkansas Closed,0,,02/19/2011,53,187
3968,Maryland Giant Round Robin,0,,02/19/2011,18,109
3969,Arizona Open,0,,02/13/2011,96,344
3970,Lily Yip TT Ctr Feb Open - Kam Man Cup,0,,02/13/2011,102,338
3971,RFD February Open,0,,02/13/2011,77,267
3972,Butterfly East Gate Open Series,0,,02/12/2011,21,107
3973,Manor TTC February Open,0,,02/12/2011,31,86
3974,RoboPong 2011 February BTTO,0,,02/06/2011,68,319
3975,2011 NYTT Feb Open,0,,02/06/2011,29,82
3976,2011 MN State TT Championships,0,,02/06/2011,80,329
3977,2011 Year of the Rabbit Open,0,,02/06/2011,62,166
3978,Maryland Circuit,0,,02/05/2011,25,126
3979,Sooner State Games Winter 2010,0,,02/05/2011,24,83
3980,The Monon Community Center Win,0,,02/05/2011,45,176
3981,Charlotte $1000 Loopalalooza Open,0,,01/30/2011,51,214
3982,BTTC January Open,0,,01/30/2011,17,62
3983,QTTC January Open,0,,01/30/2011,51,176
3984,January Open,0,,01/29/2011,37,147
3985,NJTTC January Open,0,,01/23/2011,96,369
3986,"1st ""Grand"" Clearwater Category 5 Open",0,,01/22/2011,108,519
3987,Maryland Giant Round Robin,0,,01/22/2011,26,165
3988,Winter Open,0,,01/22/2011,86,229
3989,11th Annual Holiday Classic 2 Player Team & Top Singles (Open),0,,01/16/2011,68,249
3990,Butterfly East Gate Open Series,0,,01/15/2011,23,116
3991,DFWTT TX Winter Games,0,,01/15/2011,63,244
3992,"Pensacola's First ""Sponsor a New Club"" Open TTT",0,,01/15/2011,33,142
3993,RoboPong Jan BTTC Open,0,,01/09/2011,60,275
3994,Hua Xia Cup TX Junior Open,0,,01/08/2011,19,73
3995,Manor TTC January Open,0,,01/08/2011,55,181
3996,Maryland Circuit,0,,01/08/2011,15,76
3997,Texas Wesleyan Open,0,,01/08/2011,54,232
3998,Top Spin Winter Open,0,,01/08/2011,46,187
3999,Central Atlanta Holiday Classic Open,0,,01/02/2011,41,195
